STATE_ABBR,REPORTING_YEAR,CATEGORY,SUM_REL_EST,AVG_REL_EST,MIN_REL_EST,MAX_REL_EST,STD_REL_EST,VAR_REL_EST
KS,2010,WATER,1370214.753,14893.63862,0.0034,1122211,117871.5307,13893697748
VA,2010,POTW METALS,0,0,0,0,0,0
DC,2010,POTW METALS,0,0,0,0,0,0
GU,2010,OTH DISP,3069.52,1534.76,12.52,3057,2152.772453,4634429.235
NV,2010,WASTE TREATMENT,588409.4819,30968.9201,0.375,560000,128148.4158,16422016476
PA,2010,TOTAL OFFSITE RELEASE,49501738.84,11991.7003,0,13507700,251682.8824,63344273296
GA,2010,TOTAL OFFSITE RELEASE,2546052.683,1083.887902,0,173071,8583.318167,73673350.75
WV,2010,TOTAL ONSITE RELEASE,37326007.5,41892.26432,0,4600000,227266.1383,51649897640
AR,2010,TOTAL ON OFFSITE RELEASE,36105894.95,26239.74924,0,3524000,145918.3119,21292153736
KY,2010,TOTAL ON OFFSITE RELEASE,97137650.85,48231.20698,0,7500000,308504.6673,95175129730
AS,2010,TOTAL ON OFFSITE RELEASE,4.66,2.33,0,4.66,3.2951176,10.8578
AL,2010,OTH LANDF,11751128.68,71653.22364,0.0000093,2134362,284933.5216,81187111744
TX,2010,ENERGY RECOVERY,45537685.64,50880.09568,0.01,5297350,307263.6548,94410953589
MI,2010,WASTE TREATMENT,21943352.85,55134.05238,0.058,1890161,206760.5602,42749929256
SC,2010,WASTE TREATMENT,12568678.64,44569.78241,0.06,899388,141250.4805,19951698236
OR,2010,OTH LANDF,760764.4014,18555.2293,0.000011,400263,64680.42219,4183557014
MO,2010,POTW NON METALS,7502660.117,52835.63462,0.15,1160000,137353.7268,18866046274
NE,2010,WATER,14727942.03,193788.7109,0.0000312,4622970,850889.3407,7.24013E+11
NE,2010,POTW METALS,0,0,0,0,0,0
AL,2010,AIR FUG,7547603.782,7195.046504,0.000001,1048534,53799.46595,2894382536
VA,2010,OTH LANDF,1855085.934,27687.84976,0.0005517,398000,57083.40814,3258515485
MI,2010,OTH DISP,1040870.28,17641.86915,0.01,449000,65001.40979,4225183274
UT,2010,SI 5.5.3B,90537514.52,1437103.405,0.0002778,45795748,6122899.19,3.74899E+13
LA,2010,OTH DISP,231122.7128,2485.19046,0.0028,55267.7,9205.736995,84745593.61
CA,2010,SI 5.5.3B,4796.32,149.885,0.01,4100,721.9842702,521261.2864
TX,2010,SI 5.5.3B,5434600.9,41485.50306,0.0000234,1317881.75,152132.0659,23144165461
LA,2010,SI 5.5.3B,5780538.772,62156.33089,0.0000368,2800000,310927.9816,96676209724
AR,2010,SI 5.5.3B,1854700.82,59829.05872,0.0002867,750000,180427.6559,32554138998
VI,2010,AIR FUG,107380.79,3355.649688,0.5,20641,6005.608022,36067327.71
RI,2010,POTW METALS,0,0,0,0,0,0
NH,2010,POTW METALS,0,0,0,0,0,0
PR,2010,POTW NON METALS,5234203.77,121725.6691,0.02,1113452,284695.7959,81051696204
AK,2010,OTH LANDF,244220.75,22201.88636,0.5,83259,31447.36102,988936515.4
SC,2010,RCRA C,324,162,1,323,227.6883835,51842
WA,2010,RCRA C,11266.9,1877.816667,4.6,11143,4539.038415,20602869.73
FL,2010,TOTAL OFFSITE RELEASE,4955770.662,2641.668797,0,1690000,43454.25447,1888272232
IL,2010,TOTAL OFFSITE RELEASE,44707841.03,11118.58767,0,8970057,177031.5717,31340177370
ID,2010,POTW RELEASE,663.49,1.879575071,0,320,22.18185064,492.0344978
MN,2010,POTW TREATMENT,21902425.82,13871.07398,0,10300102,325458.2272,1.05923E+11
FL,2010,POTW TREATMENT,5786342.963,3084.404564,0,4648591.84,107660.8996,11590869301
KS,2010,POTW TREATMENT,1740462.032,1411.566936,0,1135494,32660.31853,1066696407
TN,2010,POTW TREATMENT,2327772.556,1132.736037,0,489279,13073.5415,170917487.3
SC,2010,TOTAL ONSITE RELEASE,45289262.26,22769.86539,0,1974819,116379.2317,13544125568
ID,2010,TOTAL ON OFFSITE RELEASE,56526624.77,160132.0815,0,12623859,863540.5554,7.45702E+11
WV,2010,AIR STACK,22364661.89,34620.21964,0.0000129,4600000,258963.4558,67062071423
MO,2010,WASTE TREATMENT,8914389.061,36237.35391,0.0176,1400599,146998.9738,21608698295
MT,2010,WASTE TREATMENT,20772.89747,519.3224368,0.0407,4700,1047.325337,1096890.363
TX,2010,POTW NON METALS,53328891.8,137092.2668,0.02,7517962.735,568344.169,3.23015E+11
IA,2010,RECYCLING,32765829.18,91781.03413,0.17,6349755,446908.6278,1.99727E+11
MO,2010,ENERGY RECOVERY,6158245.642,29048.3285,0.1,427901,70448.49218,4962990051
NJ,2010,OTH DISP,226253.1943,9427.216431,0.000003,145135,32538.44429,1058750357
ID,2010,OTH DISP,23077885.2,372223.9548,0.17,7396133,1167259.22,1.36249E+12
FL,2010,LAND TREA,533435.4036,16669.85636,0.0035856,211000,45059.53269,2030361486
VA,2010,OTH DISP,513364.5152,10267.2903,0.1,71559.1,20383.4329,415484336.7
OR,2010,WASTE TREATMENT,737937.6099,6307.159059,0.00119,273916,28065.14678,787652463.6
ME,2010,WASTE TREATMENT,89738.8173,2492.744925,0.0037,50892,8887.572102,78988937.87
SD,2010,POTW METALS,0,0,0,0,0,0
HI,2010,ENERGY RECOVERY,1133.51,51.52318182,0.1,624,133.307417,17770.86742
ND,2010,ENERGY RECOVERY,9208,3069.333333,129,6096,2984.436686,8906862.333
MT,2010,UNINJ IIV,28034.69,5606.938,1.09,23587,10181.25289,103657910.5
AK,2010,RECYCLING,37297.9005,4144.211167,0.0001995,26517,8794.488612,77343029.95
WY,2010,TOTAL OFFSITE RELEASE,1403273.16,4570.922346,0,1065000,61215.13098,3747292261
VA,2010,TOTAL OFFSITE RELEASE,4050774.353,2656.245477,0,756574,26196.85484,686275203.3
OK,2010,TOTAL OFFSITE RELEASE,1538290.367,1199.914483,0,259226,10541.98454,111133438.1
MP,2010,POTW RELEASE,0,0,0,0,0,0
NM,2010,POTW RELEASE,881.4,2.771698113,0,407,28.97941101,839.8062627
ME,2010,POTW RELEASE,311.5108,0.759782439,0,60,4.906436363,24.07311778
NV,2010,POTW RELEASE,24.1,0.04521576,0,9,0.532620667,0.283684775
NE,2010,POTW TREATMENT,1211685.129,1549.469474,0,206919,14228.49693,202450124.8
OK,2010,POTW TREATMENT,369497.7555,288.2197781,0,170000,5601.087319,31372179.16
NV,2010,POTW TREATMENT,35709,66.99624765,0,35705,1546.55491,2391832.09
DC,2010,POTW TREATMENT,0,0,0,0,0,0
MP,2010,TOTAL ONSITE RELEASE,16722.35245,388.8919174,0,10358.5,1585.766237,2514654.558
IA,2010,TOTAL ONSITE RELEASE,33081402.05,19644.53803,0,3870005,157998.5913,24963554850
PA,2010,TOTAL ON OFFSITE RELEASE,113276934,27441.11773,0,13920900,292573.4105,85599200521
MO,2010,AIR STACK,10030695.11,9901.969509,0.0000001,972436,50284.19197,2528499962
MI,2010,AIR STACK,25606754.52,14853.10587,0.0000268,4500000,135514.6223,18364212852
MT,2010,AIR STACK,1540042.755,7196.461473,0.0000005,160000,21408.63791,458329776.9
NV,2010,AIR STACK,479486.3397,1517.361835,0.0000112,159183,11003.72591,121081984
CO,2010,AIR FUG,631361.7279,1578.40432,0.0000003,73000,6907.447324,47712828.53
IN,2010,RECYCLING,195184886,179562.9126,0.002,18427144,1052444.232,1.10764E+12
MO,2010,POTW METALS,0,0,0,0,0,0
KY,2010,OTH LANDF,7660558.2,60319.3559,0.0000331,1800000,175664.4817,30858010128
LA,2010,RCRA C,4851951,194078.04,12,1400000,307285.9438,94424651250
ND,2010,AIR STACK,3831067.514,20708.47305,0.00003,570000,65974.52606,4352638088
ID,2010,SI 5.5.3B,12325104.75,342364.021,0.01,5227003,931412.9918,8.6753E+11
UT,2010,OTH LANDF,11595849.9,110436.6657,0.014523,1544835,253031.9282,64025156696
SC,2010,POTW NON METALS,10685939.83,59038.3416,0.13069,2778456,246140.7118,60585250021
GA,2010,SI 5.5.3B,14462006.22,110396.9941,0.0000011,4300000,418972.5173,1.75538E+11
DE,2010,POTW NON METALS,2265753.98,73088.83806,0.44,1070916,203308.7799,41334459986
TN,2010,ENERGY RECOVERY,7118046.298,33734.81658,0.2,1332243,133157.2441,17730851644
TN,2010,OTH DISP,568794.133,8489.464672,0.006,223830.89,29919.663,895186234.1
MD,2010,OTH LANDF,490685.605,28863.85912,0.125,360709,87971.64877,7739010988
NM,2010,POTW METALS,0,0,0,0,0,0
NE,2010,LAND TREA,97189,24297.25,823,57523,27562.50882,759691892.3
RI,2010,POTW NON METALS,2330831.667,68553.87255,2,1379462,259195.344,67182226367
AK,2010,ENERGY RECOVERY,6799.5,251.8333333,0.01,3980,768.2086183,590144.4813
SD,2010,WASTE TREATMENT,113258.8718,8089.919414,0.001,31939,9015.006876,81270348.98
OR,2010,OTH DISP,7957.701748,418.8264078,0.0017483,6175.3,1411.800417,1993180.417
CT,2010,OTH LANDF,478,478,478,478,0,0
NJ,2010,LAND TREA,30813,30813,30813,30813,0,0
TX,2010,UNINJ IIV,4318.092743,719.6821239,0.001,3361,1328.80102,1765712.151
ME,2010,RCRA C,8,8,8,8,0,0
DE,2010,LAND TREA,44225,44225,44225,44225,0,0
LA,2010,TOTAL OFFSITE RELEASE,15051071.3,5233.334943,0,3025647,82736.73888,6845367961
AL,2010,TOTAL OFFSITE RELEASE,18402316.94,8341.938775,0,7906988.18,175627.7417,30845103647
NH,2010,TOTAL OFFSITE RELEASE,219649.2774,649.8499331,0,47400,3483.268796,12133161.51
VI,2010,POTW RELEASE,0,0,0,0,0,0
PA,2010,POTW TREATMENT,4417097.152,1070.033225,0,769289,17112.23682,292828649.1
KY,2010,TOTAL ONSITE RELEASE,84686320.98,42048.81876,0,7500000,298000.6573,88804391777
ND,2010,TOTAL ONSITE RELEASE,13678947.56,48853.38414,0,2570330,209372.8044,43836971208
OH,2010,TOTAL ON OFFSITE RELEASE,159150243.3,28968.00934,0,5516700,208100.6315,43305872815
SD,2010,TOTAL ON OFFSITE RELEASE,4584519.516,14416.72804,0,1332633,97439.1388,9494385770
RI,2010,TOTAL ON OFFSITE RELEASE,375931.3447,1257.295467,0,40821.173,3765.91558,14182120.16
MI,2010,AIR FUG,2420239.498,1737.429647,0.000002,244000,10360.15876,107332889.5
IL,2010,AIR STACK,24457042.27,10845.69502,0.0000006,3193000,83750.51116,7014148119
PR,2010,AIR FUG,254041.508,1435.262757,0.01,31160,4152.590503,17244007.89
SC,2010,AIR STACK,26904660.71,21627.54076,0.0000213,1777337,108605.0261,11795051687
UT,2010,WASTE TREATMENT,3495226.192,14685.82434,0.18,370400,43078.37476,1855746372
TX,2010,OTH LANDF,27636187.46,93681.9914,0.0000015,2916089,319134.5288,1.01847E+11
NH,2010,AIR STACK,3049613.886,17132.66228,0.0001005,1800000,145252.6096,21098320597
AZ,2010,AIR FUG,783339.0153,1809.097033,0.0000002,180000,11172.82982,124832126.2
NJ,2010,WATER,8492698.68,49664.90456,0.01,4400000,385867.6437,1.48894E+11
CA,2010,POTW METALS,0,0,0,0,0,0
AR,2010,UNINJ I,1241444,49657.76,5,1214436,242675.5264,58891411115
MA,2010,POTW NON METALS,22173146.72,209180.6294,2,6512510,762416.883,5.8128E+11
AZ,2010,OTH LANDF,8139480.48,226096.68,0.1,2925214,610793.4691,3.73069E+11
MI,2010,RCRA C,2433618.896,43457.48028,0.0055478,1686303.16,229941.2788,52872991705
UT,2010,WATER,102493.9602,1464.199432,0.0002205,88000,10496.71009,110180922.8
ID,2010,LAND TREA,2114769.13,91946.48392,0.0001837,1339833,285828.6941,81698042366
MP,2010,AIR FUG,976.879,33.68548276,0.009,316,83.06513367,6899.816431
WA,2010,OTH DISP,1095541.777,13525.20712,0.02,762513,85768.72926,7356274919
VI,2010,OTH DISP,334,20.875,1,79,26.49245176,701.85
KS,2010,POTW METALS,0,0,0,0,0,0
PR,2010,RECYCLING,11924262.83,165614.7615,1,1178157,309746.4646,95942872305
WV,2010,RECYCLING,43286402.14,309188.5867,0.01,15956262,1544510.145,2.38551E+12
TX,2010,SI 5.5.3A,47205,15735,2,46991,27068.69367,732714177
DE,2010,ENERGY RECOVERY,1858460,54660.58824,3,392529,108429.1415,11756878725
SC,2010,LAND TREA,134006.42,16750.80251,0.0000441,90000,30867.83395,952823173
LA,2010,POTW NON METALS,915621.2101,48190.59001,0.0252,800000,183119.1045,33532606429
IA,2010,POTW RELEASE,10944.07275,6.498855552,0,4570,122.789089,15077.16038
GU,2010,POTW TREATMENT,0,0,0,0,0,0
CO,2010,TOTAL ONSITE RELEASE,18749942.3,24670.97671,0,3759696,180546.7988,32597146561
VI,2010,TOTAL ONSITE RELEASE,724128.3214,12484.97106,0,165172,27799.54049,772814451.5
WY,2010,TOTAL ON OFFSITE RELEASE,22355328.21,72818.65867,0,6832100,462377.2069,2.13793E+11
WA,2010,TOTAL ON OFFSITE RELEASE,22454942.39,21005.55883,0,4195679.9,164837.2824,27171329673
CT,2010,TOTAL ON OFFSITE RELEASE,2832721.076,3150.968939,0,157000,12832.59669,164675537.9
GU,2010,TOTAL ON OFFSITE RELEASE,510970.5461,11108.05535,0,272154,44718.45705,1999740401
KS,2010,AIR STACK,7540606.206,12301.15205,0.00015,1700000,81687.97856,6672925841
FL,2010,AIR STACK,30017008.24,28779.49017,0.00003,4100000,187241.3728,35059331683
IA,2010,OTH DISP,14967.45,534.5517857,0.01,4879.7,1210.04436,1464207.352
WI,2010,AIR FUG,1675067.73,1392.408753,0.000003,160000,7889.611901,62245975.94
LA,2010,WASTE TREATMENT,24474715.51,38301.58921,0.00023,3557875,178194.1437,31753152838
RI,2010,AIR FUG,65331.1113,518.5008833,0.00482,14671,1887.338163,3562045.34
TN,2010,WATER,2789504.891,6803.670465,0.0000066,477187,38915.53341,1514418741
VT,2010,AIR FUG,4155.13085,148.3975304,0.000069,1447.2,286.5586566,82115.86367
CT,2010,ENERGY RECOVERY,2751881.51,31998.62221,0.0000017,748487,93220.66197,8690091818
NV,2010,OTH DISP,215466507.5,2244442.786,0.33,117790398,12424715.59,1.54374E+14
ID,2010,POTW NON METALS,4656276.48,179087.5569,56,2169472,441574.1049,1.94988E+11
MN,2010,SI 5.5.3B,4915036.886,153594.9027,0.0156,2400000,465397.5029,2.16595E+11
KS,2010,SI 5.5.3B,169877.2447,6795.089786,0.000071,106301,22625.92969,511932694.2
UT,2010,OTH DISP,58617052.17,849522.4952,0.01,58342554.67,7023152.502,4.93247E+13
MN,2010,WASTE TREATMENT,571640.6603,4685.579183,0.0002,93281,12751.29547,162595536.1
CO,2010,WATER,720881.0101,12647.03526,0.0000875,233954,40396.12696,1631847073
MP,2010,WATER,86.84,7.236666667,1,75.84,21.60444707,466.7521333
NY,2010,SI 5.5.3B,3187.186,144.8720909,0.01,1658,395.1746407,156162.9966
AZ,2010,WATER,1618.66,47.60764706,0.01,250,95.35558807,9092.688176
AZ,2010,POTW METALS,0,0,0,0,0,0
MS,2010,POTW METALS,0,0,0,0,0,0
ME,2010,RECYCLING,1772560.434,26067.06521,0.1,626700,83503.68359,6972865172
HI,2010,WATER,452358.9,22617.945,0.1,380000,84917.88343,7211046925
NV,2010,LAND TREA,1497.7,149.77,0.8,1150,353.8177436,125186.9957
MD,2010,ENERGY RECOVERY,1354962.333,21171.28645,0.0228,896683,112358.2875,12624384766
KS,2010,TOTAL OFFSITE RELEASE,3133208.081,2541.125775,0,434767,22568.43548,509334280.1
DC,2010,TOTAL OFFSITE RELEASE,2663.88665,133.1943325,0,1595.99,405.4042348,164352.5936
KS,2010,POTW RELEASE,20245.67009,16.41984598,0,14749,428.6676911,183755.9894
MT,2010,POTW RELEASE,0,0,0,0,0,0
CA,2010,POTW TREATMENT,16358733.89,4153.016983,0,2478007,51329.1664,2634683324
MI,2010,TOTAL ONSITE RELEASE,46847209.46,15579.38459,0,4500000,144464.1316,20869885314
AL,2010,TOTAL ONSITE RELEASE,76246678.36,34563.31748,0,4410020,179957.0654,32384545375
MT,2010,AIR FUG,297140.92,1650.782889,0.0000243,33416,4476.253484,20036845.25
TX,2010,AIR FUG,22319041.52,4774.126528,0.0000003,3389772,56287.81079,3168317644
KS,2010,AIR FUG,1987852.378,3067.673424,0.0001,223000,14859.5668,220806725.4
KS,2010,POTW NON METALS,3658593.764,53802.84947,0.08,2270988,275444.9216,75869904843
IL,2010,WASTE TREATMENT,7417616.574,13341.037,0.005,1402210,81381.65754,6622974185
AL,2010,AIR STACK,26027667.72,19688.09963,0.000013,1800000,99743.69482,9948804656
NV,2010,AIR FUG,885217.3599,3340.442867,0.000001,260694,23180.45377,537333437
TX,2010,WASTE TREATMENT,129868857.4,83840.45023,0.015,16800068,590211.0541,3.48349E+11
IN,2010,WATER,34501040.04,70989.79432,0.000015,23517962,1143478.845,1.30754E+12
MO,2010,WATER,2043487.21,12692.46714,0.0000024,410377,57657.61355,3324400400
NM,2010,OTH LANDF,5181437.38,143928.8161,0.47,2077291,376834.9306,1.42005E+11
OR,2010,AIR FUG,1155299.492,3040.261821,0.0001,257950,15551.22146,241840489
SD,2010,AIR FUG,540911.9073,4623.178695,0.0004,431177,40279.93887,1622473475
NV,2010,SI 5.5.3B,164742447.4,1287050.37,0.1,32716555,4477517.797,2.00482E+13
CT,2010,POTW NON METALS,2128949.368,45296.79506,0.002,536000,93388.45447,8721403429
VA,2010,WATER,18078769.59,72026.97048,0.0004,12000000,772549.7494,5.96833E+11
DE,2010,RECYCLING,5663350.104,131705.8164,0.0342644,2434058,469383.8158,2.20321E+11
CT,2010,WATER,297746.748,1958.860184,0.005,138077,14766.25706,218042347.6
WA,2010,POTW NON METALS,6555008.913,115000.1564,10,1944556,335962.0517,1.12871E+11
MT,2010,SI 5.5.3B,4703578.09,174206.5959,0.4,3687356,710463.9206,5.04759E+11
IA,2010,POTW METALS,0,0,0,0,0,0
VI,2010,AIR STACK,408592.4227,8011.616131,0.0000009,71444,16230.64124,263433715.1
KS,2010,UNINJ IIV,500,250,250,250,0,0
WY,2010,WASTE TREATMENT,26301.018,1052.04072,0.1,15074,3546.347048,12576577.38
DE,2010,POTW METALS,0,0,0,0,0,0
GA,2010,RCRA C,55,55,55,55,0,0
UT,2010,TOTAL OFFSITE RELEASE,2435921.695,2819.353814,0,455885,23542.10521,554230717.8
NM,2010,TOTAL OFFSITE RELEASE,3674336.515,11554.51734,0,2100000,121801.0958,14835506934
AR,2010,TOTAL OFFSITE RELEASE,4388135.942,3189.052284,0,795393,27636.21322,763760280.9
AK,2010,POTW RELEASE,0.2,0.000934579,0,0.17,0.011791037,0.000139029
NM,2010,POTW TREATMENT,804965.25,2531.337264,0,450000,26835.63872,720151505.3
MD,2010,TOTAL ONSITE RELEASE,9155466.771,13871.91935,0,1500000,84534.2198,7146034317
CT,2010,TOTAL ONSITE RELEASE,1679881.883,1868.611661,0,157000,11138.75351,124071829.7
AS,2010,TOTAL ONSITE RELEASE,4.66,2.33,0,4.66,3.2951176,10.8578
NV,2010,TOTAL ON OFFSITE RELEASE,389011113.1,729851.9946,0,150511913,6960388.724,4.8447E+13
MI,2010,LAND TREA,250,250,250,250,0,0
NY,2010,AIR STACK,7433769.16,5942.261519,0.0000003,840000,39723.00437,1577917076
AR,2010,ENERGY RECOVERY,31266720.5,185010.1804,0.0056,5157200,651748.8911,4.24777E+11
WA,2010,AIR STACK,7071540.732,10414.64025,0.0000002,753700,52369.14777,2742527638
PA,2010,OTH DISP,2939334.856,33401.53246,0.001,1527008,169673.8548,28789217003
FL,2010,UNINJ I,32332863.41,1197513.46,0.41,23720038,4632120.16,2.14565E+13
AR,2010,RECYCLING,78451556.04,286319.5476,0.008,17427462,1592561.88,2.53625E+12
NV,2010,RECYCLING,7195541.106,55779.38842,0.01,3738150,336747.8597,1.13399E+11
OH,2010,UNINJ I,19442216,413664.1702,23,4318121,1001310.894,1.00262E+12
OK,2010,OTH DISP,481976.99,8763.218,1,151737,28733.8432,825633745
CA,2010,POTW NON METALS,34537041.02,85276.64449,0.00212,4956014,317762.5972,1.00973E+11
CO,2010,RECYCLING,21480929.89,122748.1708,0.29,6800000,657911.0354,4.32847E+11
WI,2010,OTH DISP,1658938.539,21828.13867,0.000002,696329,98767.1918,9754958175
AZ,2010,WASTE TREATMENT,742458.07,15152.20551,5,221878,40837.02822,1667662874
VT,2010,ENERGY RECOVERY,5050.7,1683.566667,152,4681,2596.06126,6739534.063
MP,2010,OTH DISP,12,1,1,1,0,0
IA,2010,LAND TREA,967264.89,56897.93471,0.03,942441,228219.2605,52084030845
CT,2010,WASTE TREATMENT,1534489.846,10582.6886,0.004,321096,38567.9089,1487483597
OH,2010,POTW METALS,0,0,0,0,0,0
UT,2010,POTW METALS,0,0,0,0,0,0
NE,2010,OTH LANDF,7668052.1,201790.8447,0.1,4423068,750352.8086,5.63029E+11
ME,2010,OTH LANDF,1079546.087,20760.50168,0.0002549,470000,74449.84015,5542778698
VI,2010,RECYCLING,120022.382,5715.351524,0.017,45058.765,13412.65517,179899318.6
UT,2010,ENERGY RECOVERY,91485,3518.653846,19,63952,12495.89839,156147476.6
DC,2010,WATER,1068.4,534.2,1.4,1067,753.492986,567751.68
NV,2010,ENERGY RECOVERY,17793.12,2541.874286,6,9994,3539.076065,12525059.39
DE,2010,OTH DISP,615,615,615,615,0,0
NY,2010,TOTAL OFFSITE RELEASE,5779272.595,2561.734306,0,790000,28971.38807,839341326.9
AZ,2010,POTW TREATMENT,3541216.59,3891.446802,0,1226639,57091.81373,3259475196
KY,2010,POTW TREATMENT,7849623.98,3897.529285,0,5035510,115444.4609,13327423545
RI,2010,TOTAL ONSITE RELEASE,201649.2646,674.412256,0,20234,2389.232196,5708430.487
ID,2010,TOTAL ONSITE RELEASE,54722520.28,155021.3039,0,12623859,863054.9818,7.44864E+11
IN,2010,TOTAL ON OFFSITE RELEASE,163931967.2,48386.0588,0,23517962,516439.4976,2.6671E+11
ME,2010,TOTAL ON OFFSITE RELEASE,9579392.848,23364.3728,0,2271491,137419.4017,18884091959
NJ,2010,WASTE TREATMENT,11733345.43,34408.63763,0.14,946265,129472.8371,16763215544
NC,2010,AIR FUG,3968918.799,4037.557273,0.0001,413640,24652.39448,607740553.8
KY,2010,RECYCLING,72764995.66,157499.9906,0.0015,8496168,689972.6835,4.76062E+11
NC,2010,OTH LANDF,8311704.073,76254.16581,0.000019,1000000,146826.1453,21557916943
ND,2010,AIR FUG,209120.52,1867.1475,0.0000289,30000,4968.682651,24687807.28
IN,2010,ENERGY RECOVERY,12570011.52,26078.86207,0.01,2039964,144906.811,20997983862
KS,2010,OTH DISP,71118.887,1128.871222,0.1,35808,5341.081281,28527149.25
CO,2010,ENERGY RECOVERY,1800850.5,34631.74038,0.5,450000,100031.652,10006331401
CO,2010,LAND TREA,6131.2,613.12,1,3605,1234.370523,1523670.588
WA,2010,SI 5.5.3B,3473609.443,151026.4975,1.3,1989925,420976.5061,1.77221E+11
WI,2010,SI 5.5.3B,16139.723,806.98615,0.018,15000,3342.492481,11172255.98
NJ,2010,RCRA C,91765.2,2621.862857,2,38829,7651.299591,58542385.43
NV,2010,POTW METALS,0,0,0,0,0,0
AL,2010,UNINJ IIV,5250.0003,1750.0001,0.0003,5000,2817.356824,7937499.475
MI,2010,TOTAL OFFSITE RELEASE,31107941.79,10345.17519,0,7675893,180661.746,32638666466
NJ,2010,TOTAL OFFSITE RELEASE,3549747.771,2403.349879,0,419303,20235.53025,409476684.3
MD,2010,POTW RELEASE,14698.0698,22.26980273,0,7910,337.6365085,113998.4119
IN,2010,POTW TREATMENT,4167597.747,1230.105592,0,1652699,29557.9998,873675351.9
PA,2010,TOTAL ONSITE RELEASE,63775195.15,15449.41743,0,4100005,138250.762,19113273203
VA,2010,TOTAL ONSITE RELEASE,49216158.58,32272.89087,0,12000000,334509.681,1.11897E+11
OK,2010,TOTAL ONSITE RELEASE,36015256.07,28093.02345,0,7131505,249928.7247,62464367440
NH,2010,TOTAL ON OFFSITE RELEASE,3328561.334,9847.814597,0,1800000,105620.138,11155613548
MS,2010,AIR FUG,3690751.252,7152.618705,0.00001,970096,48705.02895,2372179845
TX,2010,RCRA C,3164702.769,24724.24038,0.2686638,407653,70142.27044,4919938103
KY,2010,WASTE TREATMENT,13080663.79,42747.26727,0.0004473,2134544,189417.9078,35879143811
FL,2010,AIR FUG,3698918.957,5166.087929,0.0000001,680000,33090.67953,1094993072
OK,2010,AIR FUG,3303044.438,5468.61662,0.0000022,1274399,57148.44139,3265944353
ID,2010,WATER,2502015.973,61024.77983,0.0009702,2299172,358607.8339,1.286E+11
ME,2010,AIR STACK,2867526.779,10241.16707,0.0001403,290000,34768.45016,1208845127
GA,2010,ENERGY RECOVERY,3506411.385,17889.854,0.08,483710,52787.14047,2786482199
WV,2010,OTH LANDF,7286030.928,64478.14981,4,730000,112067.7232,12559174572
CA,2010,UNINJ IIV,36350,1913.157895,1,26956,6277.545913,39407582.7
CO,2010,RCRA C,2317614.187,154507.6125,0.0068355,922123.26,264210.1482,69807002420
SC,2010,WATER,4356929.537,10423.2764,0.0002778,1000000,68204.79056,4651893455
SC,2010,ENERGY RECOVERY,36779058.13,194598.1912,0.6526501,23497469,1735375.778,3.01153E+12
ND,2010,OTH DISP,531404.9,20438.65,0.2,418741,82537.75105,6812480348
FL,2010,WASTE TREATMENT,986027.43,9481.032981,0.11,762842,74745.32232,5586863208
OK,2010,LAND TREA,10893.8,1210.422222,0.5,3933,1646.214557,2710022.367
MT,2010,LAND TREA,966.4,74.33846154,0.2,397,114.1615999,13032.8709
OK,2010,RECYCLING,20984993.8,54224.79019,0.01,2802149,231232.1677,53468315371
CO,2010,POTW METALS,0,0,0,0,0,0
GU,2010,AIR STACK,384289.8932,11302.64392,0.0004816,272154,49141.78184,2414914722
NY,2010,LAND TREA,31292,10430.66667,23,31227,18010.15548,324365700.3
TN,2010,RCRA C,25167.40152,1677.826768,0.0015228,19000,4883.744535,23850960.69
VI,2010,WASTE TREATMENT,11909.324,1190.9324,0.489,6546.175,2089.486443,4365953.594
WY,2010,POTW NON METALS,15564,3112.8,22,15074,6687.722422,44725631.2
MO,2010,RCRA C,2131800.601,304542.943,0.0007223,1812044,667085.064,4.45002E+11
WY,2010,POTW METALS,0,0,0,0,0,0
WY,2010,SI 5.5.3A,2400,2400,2400,2400,0,0
WA,2010,TOTAL OFFSITE RELEASE,2547369.218,2382.945948,0,334796,17287.17774,298846514.1
UT,2010,POTW RELEASE,3983.160137,4.610139047,0,1308,56.69693042,3214.541919
OR,2010,POTW RELEASE,1568.856155,1.839221752,0,428,19.34766823,374.332266
WA,2010,POTW RELEASE,5509.4251,5.153812067,0,5259,160.8540757,25874.03366
WI,2010,POTW TREATMENT,7071503.971,2420.918853,0,1600000,33585.65622,1127996303
AL,2010,POTW TREATMENT,2755063.972,1248.895726,0,1328499,29764.13732,885903870.7
LA,2010,TOTAL ON OFFSITE RELEASE,142784535.5,49646.91777,0,10141600,368261.3404,1.35616E+11
VA,2010,TOTAL ON OFFSITE RELEASE,53266932.93,34929.13635,0,12000000,335368.7395,1.12472E+11
SC,2010,AIR FUG,5854627.377,6104.929486,0.000002,1065000,48650.56297,2366877277
NC,2010,WASTE TREATMENT,2702418.369,12511.19615,0.07806,510004,52982.44039,2807138990
CA,2010,RCRA C,12249170.04,204152.8339,0.1162256,2435957.09,397054.3119,1.57652E+11
AZ,2010,SI 5.5.3B,10463533.92,111314.1907,0.0016524,1570000,280284.7471,78559539442
WA,2010,ENERGY RECOVERY,1545416.336,10960.39955,0.01,274863.71,33895.3557,1148895138
OK,2010,SI 5.5.3B,562633.9394,11721.5404,0.0094374,260000,41435.34438,1716887764
