STATE_ABBR,REPORTING_YEAR,CATEGORY,SUM_REL_EST,AVG_REL_EST,MIN_REL_EST,MAX_REL_EST,STD_REL_EST,VAR_REL_EST
AR,2006,SI 5.5.3B,1880688.49,56990.5603,0.0000044,1010900,191056.8663,36502726150
OR,2006,ENERGY RECOVERY,1507706.148,13225.49253,1,338208.982,39551.22732,1564299582
AZ,2006,OTH DISP,74273071.2,916951.4963,0.1,29000000,3663154.017,1.34187E+13
TX,2006,UNINJ IIV,6148.206835,768.5258544,0.015,4780,1665.553195,2774067.447
MD,2006,UNINJ IIV,26011.305,3715.900714,0.005,25571,9638.520029,92901068.36
ND,2006,WASTE TREATMENT,14590.4,972.6933333,0.4,11611,3021.200203,9127650.668
WY,2006,OTH DISP,11840.2,1691.457143,0.2,10000,3681.216356,13551353.86
GU,2006,UNINJ IIV,0.00101,0.00101,0.00101,0.00101,0,0
RI,2006,TOTAL OFFSITE RELEASE,189651.6851,531.2372133,0,64981.2,3726.966348,13890278.16
ME,2006,TOTAL OFFSITE RELEASE,1339081.921,3195.899572,0,890346,44183.57581,1952188371
MP,2006,POTW TREATMENT,0,0,0,0,0,0
WA,2006,TOTAL ONSITE RELEASE,27498359.77,23382.95899,0,8182960,268401.4144,72039319227
WY,2006,TOTAL ON OFFSITE RELEASE,15283806.96,51985.73795,0,3112000,268605.7038,72149024088
LA,2006,AIR STACK,39346799.69,20397.51151,0.0000001,5999000,174703.5435,30521328111
MI,2006,WASTE TREATMENT,36287864.56,80105.66128,0.0002,2792837,298458.1776,89077283749
NV,2006,AIR FUG,1161841.575,5281.09807,0.0000195,492524,35949.75178,1292384653
NY,2006,OTH LANDF,1306913.39,25625.75275,0.000172,472919,69693.60462,4857198525
NY,2006,WATER,8166288.658,23739.21121,0.0000044,2532679,203942.8363,41592680466
LA,2006,AIR FUG,11273847.2,6832.634668,0.0000003,690000,31579.0493,997236354.8
MO,2006,OTH DISP,26664937.18,350854.4366,0.0000717,7188766,1138522.037,1.29623E+12
IN,2006,POTW METALS,0,0,0,0,0,0
WA,2006,RECYCLING,11987282.57,50579.25136,0.1,4367310,294274.4746,86597466411
AR,2006,OTH LANDF,4944502.553,53166.69412,0.0000272,2144943,240951.5334,58057641430
NY,2006,OTH DISP,924699.28,35565.35692,0.2,767182,149930.6674,22479205024
AZ,2006,ENERGY RECOVERY,967963.6877,14891.74904,0.005,218133,36618.72303,1340930876
NC,2006,SI 5.5.3B,6909336.196,51949.89621,20,779000,100623.696,10125128188
IL,2006,LAND TREA,253931,7935.34375,0.1,220982,39154.02137,1533037389
IL,2006,POTW METALS,0,0,0,0,0,0
MO,2006,LAND TREA,14739,2456.5,17,5322,2301.99103,5299162.7
MT,2006,RCRA C,738.56,246.1866667,47.96,598,305.4957423,93327.64853
MO,2006,SI 5.5.3A,625,208.3333333,125,250,72.16878365,5208.333333
MD,2006,TOTAL OFFSITE RELEASE,2427228.909,2963.649462,0,300100,18721.01505,350476404.7
NM,2006,TOTAL OFFSITE RELEASE,5697445.211,15315.71293,0,2600000,147449.89,21741470050
DE,2006,POTW RELEASE,1460.2,4.438297872,0,1000,57.43775044,3299.095175
HI,2006,POTW TREATMENT,26564,125.3018868,0,26464,1817.52563,3303399.416
NE,2006,TOTAL ON OFFSITE RELEASE,44722970.37,61943.17225,0,8277910,508895.8742,2.58975E+11
PR,2006,TOTAL ON OFFSITE RELEASE,7687526.784,14840.7853,0,1638907,110560.243,12223567323
NJ,2006,POTW NON METALS,37251483.65,214088.9865,0.06,11399812,1079161.545,1.16459E+12
KS,2006,WASTE TREATMENT,842259.6,8021.52,0.2,112432.87,21764.81321,473707093.9
MO,2006,WASTE TREATMENT,14172953.06,45281.00018,0.0325,3517533,235158.9228,55299718968
OK,2006,AIR FUG,3117708.85,5479.277416,0.0001323,767634,39819.96682,1585629758
KY,2006,WASTE TREATMENT,14262152.02,40632.91174,0.00019,1710380,164179.3956,26954873925
VT,2006,AIR FUG,23239.9948,749.6772516,0.0001,12441,2254.864094,5084412.084
MD,2006,AIR FUG,380181.5355,1280.07251,0.000451,77300,7404.700642,54829591.59
AL,2006,RECYCLING,61260701.68,157482.5236,0.01,14587758,950314.522,9.03098E+11
IA,2006,RECYCLING,34623355.64,91114.09378,0.0000072,5930788,405485.2506,1.64418E+11
FL,2006,WATER,1418622.436,7969.788965,0.0000313,603366,48250.15166,2328077136
CA,2006,POTW METALS,1648,4.019512195,0,1398,70.10784295,4915.109643
AL,2006,OTH LANDF,10470159.62,57528.34958,0.0000095,2221317,270645.4374,73248952772
MD,2006,AIR STACK,31633234.12,72387.26344,0.0000005,8200000,566809.1327,3.21273E+11
KS,2006,POTW METALS,0,0,0,0,0,0
MN,2006,ENERGY RECOVERY,892676.02,6468.666812,0.1,131290,16638.92471,276853815.6
AL,2006,ENERGY RECOVERY,20362464.2,71952.1703,0.01,2652020,273936.461,75041184684
OK,2006,SI 5.5.3B,527334.42,17577.814,0.2,256248.95,52212.6422,2726160005
KY,2006,LAND TREA,352257.34,13046.56815,0.1,136600,29874.58367,892490749.5
AK,2006,SI 5.5.3B,281286918.7,14804574.67,1,178312279,45548856.66,2.0747E+15
MN,2006,LAND TREA,331616.0007,25508.92313,0.0006924,158536,43071.6369,1855165906
ND,2006,WATER,203307.64,4620.628182,0.1,140626,21458.12909,460451303.8
MT,2006,WATER,147991.22,3523.600476,0.1,53000,11865.92074,140800074.9
MS,2006,POTW METALS,0,0,0,0,0,0
ND,2006,OTH LANDF,2083099.55,47343.17159,0.0000662,939047,152819.773,23353883005
OK,2006,UNINJ I,54477.42,5447.742,32,40269.91,12730.00097,162052924.6
IN,2006,UNINJ I,905167.44,56572.965,0.19,380000,110150.2484,12133077212
NV,2006,POTW METALS,0,0,0,0,0,0
WA,2006,OTH LANDF,1116865.651,53184.07863,0.000097,899000,195380.6639,38173603824
MP,2006,SI 5.5.3B,1.02,0.51,0.15,0.87,0.509116882,0.2592
WV,2006,RCRA C,6247,1561.75,26,5610,2706.198364,7323509.583
NV,2006,POTW NON METALS,58500,58500,58500,58500,0,0
UT,2006,TOTAL OFFSITE RELEASE,10835425.26,11816.16713,0,6492047,217248.3283,47196836139
VI,2006,TOTAL OFFSITE RELEASE,40353.5921,593.4351779,0,21478.6,3000.541388,9003248.622
ND,2006,POTW RELEASE,64.5447531,0.27234073,0,33,2.460864397,6.055853583
KS,2006,POTW TREATMENT,2236877.188,1878.150452,0,1167339,36323.7545,1319415141
KS,2006,TOTAL ONSITE RELEASE,23865890.69,20038.53123,0,1727004.88,118406.3616,14020066459
AR,2006,TOTAL ONSITE RELEASE,40772066.67,25403.1568,0,5215659,197629.2877,39057335361
VI,2006,TOTAL ONSITE RELEASE,848498.4202,12477.91794,0,195580,29819.9287,889228147.9
AL,2006,TOTAL ON OFFSITE RELEASE,120556645.8,49816.79579,0,8731690,280709.4469,78797793585
ME,2006,TOTAL ON OFFSITE RELEASE,10619949.09,25345.94054,0,2275124,138152.6052,19086142314
AS,2006,TOTAL ON OFFSITE RELEASE,5.06,5.06,5.06,5.06,0,0
IN,2006,AIR FUG,7227944.56,4006.621153,0.000001,420000,22524.50122,507353155.1
TN,2006,AIR STACK,55334212.36,43028.15891,0.0000088,9700000,391422.6056,1.53212E+11
NC,2006,AIR FUG,7783808.632,7240.752216,0.0000441,1838320,64301.01107,4134620024
TX,2006,WASTE TREATMENT,159513207.1,99015.02611,0.0002,20523916,672437.3993,4.52172E+11
MS,2006,WASTE TREATMENT,2227764.276,21840.82624,0.1,604770,68918.85157,4749808101
PR,2006,POTW NON METALS,4110484.5,60448.30147,0.1,885968,161079.0567,25946462510
SC,2006,WATER,3958836.138,8936.42469,0.0004033,603903,39756.21743,1580556824
VT,2006,POTW METALS,0,0,0,0,0,0
CA,2006,RCRA C,10512562.1,198350.2283,0.1219365,1764524,394831.3825,1.55892E+11
MO,2006,RECYCLING,46275794.44,104696.3675,0.011,6620068,489036.557,2.39157E+11
ID,2006,RECYCLING,4624387.055,96341.39698,1,1958220,394104.634,1.55318E+11
CA,2006,WASTE TREATMENT,22304798.1,33390.41632,0.01,2245934,184332.2163,33978365949
IN,2006,WASTE TREATMENT,21881163.28,67743.53957,0.05,7936750,635475.27,4.03829E+11
MT,2006,RECYCLING,384531.3,14789.66538,2,69000,21930.23097,480935030.6
LA,2006,OTH LANDF,14416195.08,112626.524,0.0000075,3540967,465189.8282,2.16402E+11
ME,2006,AIR STACK,3732875.776,13524.91223,0.0001323,330000,42189.50842,1779954621
TN,2006,POTW NON METALS,7941389.231,44365.30297,1.7742,1180000,144321.0362,20828561489
NY,2006,ENERGY RECOVERY,8308867.4,36928.29956,0.0001,1185200,136576.5816,18653162636
VT,2006,WASTE TREATMENT,259109.2852,10796.22022,0.196,80332,26876.51715,722347174
GA,2006,OTH DISP,1156825.751,22246.64906,0.0012374,219468,46175.53976,2132180472
MD,2006,SI 5.5.3B,17075.2,1707.52,0.2,11804,3599.016216,12952917.73
UT,2006,SI 5.5.3B,117938374.5,1310426.383,0.0003087,97000000,10231332.24,1.0468E+14
MS,2006,UNINJ I,11101177.4,1009197.945,80.4,8506700,2514583.768,6.32313E+12
AK,2006,OTH LANDF,213974.2,30567.74286,18.3,120000,42471.55818,1803833254
NV,2006,LAND TREA,15.1,5.033333333,0.1,14.3,8.030774143,64.49333333
FL,2006,TOTAL OFFSITE RELEASE,3140340.499,1502.555263,0,478000,14431.22134,208260149.3
AK,2006,TOTAL OFFSITE RELEASE,640452.346,3284.371005,0,263654,23451.15657,549956744.6
VT,2006,TOTAL OFFSITE RELEASE,226297.1024,2076.120206,0,78641,10123.08249,102476799
HI,2006,TOTAL OFFSITE RELEASE,230679.0657,1088.1088,0,126208,9590.508081,91977845.25
NY,2006,POTW RELEASE,28250.3917,11.56381158,0,5200,164.1154777,26933.89001
VI,2006,POTW RELEASE,0,0,0,0,0,0
OR,2006,POTW TREATMENT,3823374.441,3861.994385,0,843573,34397.94979,1183218950
OK,2006,TOTAL ON OFFSITE RELEASE,30174980.24,22894.52219,0,2711505,140519.6829,19745781277
MS,2006,TOTAL ON OFFSITE RELEASE,62898075.47,52722.61146,0,9054690,380547.1994,1.44816E+11
OH,2006,AIR STACK,112806069,33071.26034,0.0000001,10000000,348662.5311,1.21566E+11
KY,2006,AIR STACK,59842896.28,43176.69284,0.0000006,6200000,336466.6357,1.1321E+11
OH,2006,WASTE TREATMENT,32335512.93,27708.2373,0.0011478,3639573,179300.1439,32148541619
IL,2006,AIR FUG,7048245.657,3383.699307,0.000001,545235,21224.3136,450471487.7
AL,2006,WATER,8624849.44,15319.44838,0.0000029,1066626,87356.45821,7631150792
KS,2006,RECYCLING,55506131.39,211855.4633,0.64,14563207,1071039.234,1.14713E+12
FL,2006,OTH DISP,889649.55,23411.83026,0.0000348,622111,100821.2249,10164919391
VT,2006,RECYCLING,1755370.107,56624.84216,0.317,657621,122053.2151,14896987313
OR,2006,RCRA C,3478053,119932.8621,750,2134784.5,390922.4678,1.5282E+11
CA,2006,OTH DISP,2682344.018,23123.65533,0.0009,413753,63444.5997,4025217231
MS,2006,OTH DISP,333294.5,11492.91379,1,182457,41430.79787,1716511012
GA,2006,POTW NON METALS,6470438.151,44933.59827,0.015,1407104,194756.1817,37929970317
NV,2006,RECYCLING,8718152.925,75810.02543,0.01,5911934,554731.5331,3.07727E+11
MD,2006,POTW METALS,0,0,0,0,0,0
CT,2006,SI 5.5.3B,22.24,11.12,1.44,20.8,13.68958728,187.4048
AK,2006,ENERGY RECOVERY,2535,149.1176471,5,250,124.2884158,15447.61029
MT,2006,POTW METALS,0,0,0,0,0,0
AL,2006,UNINJ IIV,53417.004,13354.251,0.004,52340,25995.44382,675763099.3
HI,2006,OTH DISP,157327.8,19665.975,2,40027,16179.65947,261781380.4
VT,2006,OTH LANDF,254.0000008,84.66666693,0.0000008,250,143.196834,20505.33327
WV,2006,SI 5.5.3A,15931.63,7965.815,2702.72,13228.91,7443.140329,55400337.96
LA,2006,TOTAL OFFSITE RELEASE,10981903.41,3676.566259,0,2208071,60288.65396,3634721796
NY,2006,TOTAL OFFSITE RELEASE,5977257.091,2446.687307,0,530000,19445.50054,378127491.4
KS,2006,TOTAL OFFSITE RELEASE,3955037.406,3320.770282,0,1082706,38308.07839,1467508870
UT,2006,POTW RELEASE,1493.865,1.629078517,0,281,16.90742522,285.8610277
MA,2006,POTW RELEASE,3784.556765,2.349197247,0,952,29.06056202,844.516265
CA,2006,POTW RELEASE,40892.12487,8.724583928,0,13000,203.1427987,41266.99665
GA,2006,TOTAL ONSITE RELEASE,129840520,47094.85673,0,17000000,466367.257,2.17498E+11
KY,2006,TOTAL ONSITE RELEASE,91913205.27,42513.04591,0,6200000,296358.9672,87828637416
NY,2006,TOTAL ONSITE RELEASE,29228089.7,11964.01543,0,2532679,99024.46882,9805845425
CA,2006,TOTAL ON OFFSITE RELEASE,45158228.49,9634.783121,0,1960900,75492.17623,5699068671
MT,2006,AIR FUG,449126.4158,2454.242709,0.0028,130000,10981.22635,120587332.1
KY,2006,ENERGY RECOVERY,39015136.57,113746.7538,0.000029,5796909,549318.3846,3.01751E+11
IL,2006,WASTE TREATMENT,14654483.91,30153.25908,0.1,1318370,146666.8729,21511171604
ID,2006,OTH LANDF,117739.3891,6196.80995,0.0000576,80686,18774.29888,352474298.6
PA,2006,OTH DISP,4588836.297,46824.86017,0.00019,2791510,293913.7972,86385320198
PR,2006,RCRA C,250,250,250,250,0,0
SD,2006,OTH LANDF,1890330.96,78763.79,0.3,559000,178939.2943,32019271062
NH,2006,OTH LANDF,31662.465,3166.2465,0.065,13000,3783.303036,14313381.86
NM,2006,POTW NON METALS,399365,18152.95455,2,107411,33301.45153,1108986674
WI,2006,OTH DISP,988615.7429,19772.31486,0.01,650000,92282.77025,8516109685
WY,2006,AIR FUG,567531.04,3206.390056,0.0005,217800,17032.11654,290092993.9
DE,2006,SI 5.5.3B,9774.00075,814.5000625,0.0007497,4200,1382.634829,1911679.071
LA,2006,SI 5.5.3B,3293041.923,39675.2039,0.0000375,1036264,147415.0016,21731182709
AZ,2006,WATER,3726.01,133.0717857,0.01,1458,281.874633,79453.30873
WA,2006,OTH DISP,841048.4195,8327.212075,0.0000035,266065,32710.23357,1069959380
NH,2006,POTW METALS,0,0,0,0,0,0
NC,2006,POTW METALS,0,0,0,0,0,0
OK,2006,POTW METALS,0,0,0,0,0,0
PR,2006,OTH LANDF,30410,7602.5,250,17400,8317.372883,69178691.67
UT,2006,POTW NON METALS,2565393.859,38289.46058,3.97,361608,73878.26548,5457998110
HI,2006,POTW NON METALS,53128,10625.6,50,52928,23647.7605,559216576.8
NE,2006,LAND TREA,876355.8,79668.70909,5,459790,174808.0012,30557837275
NV,2006,UNINJ IIV,3.5,1.75,0.3,3.2,2.050609665,4.205
SD,2006,POTW NON METALS,109310,18218.33333,10,78446,30616.9551,937397939.9
VT,2006,ENERGY RECOVERY,23600.598,5900.1495,0.038,16836,7956.443368,63304991.06
WV,2006,TOTAL OFFSITE RELEASE,16882122.62,16017.19414,0,11004227,341469.9904,1.16602E+11
GU,2006,TOTAL OFFSITE RELEASE,5824.8342,171.3186529,0,2544,486.4587451,236642.1107
FL,2006,POTW RELEASE,62750.3142,30.02407378,0,59265,1296.606753,1681189.071
AZ,2006,POTW RELEASE,8827.247134,8.898434611,0,5900,188.8191392,35652.66734
NM,2006,POTW RELEASE,382.72,1.028817204,0,328,17.04436778,290.510473
KY,2006,POTW TREATMENT,10177047.23,4707.237387,0,7780822,167720.4175,28130138437
OK,2006,POTW TREATMENT,365756.5712,277.5087794,0,120000,4409.624954,19444792.23
RI,2006,POTW TREATMENT,745232.26,2087.485322,0,355706,21805.96151,475499957.2
ME,2006,POTW TREATMENT,589632.77,1407.238115,0,207000,13704.84947,187822899
UT,2006,TOTAL ONSITE RELEASE,191226160.8,208534.5264,0,97615110,3578106.558,1.28028E+13
CT,2006,TOTAL ONSITE RELEASE,3459059.713,3170.540526,0,339252,19455.32139,378509530.3
OH,2006,ENERGY RECOVERY,43810431.14,51240.27034,0.1,3184273,250498.6713,62749584317
AR,2006,AIR FUG,6263848.489,8487.599579,0.0000024,1700000,73983.42928,5473547808
TX,2006,OTH LANDF,21227870.17,75544.02194,0.0000121,2020532,263838.0209,69610501285
PA,2006,RECYCLING,184365033.5,121773.47,0.005,6787047,487664.5739,2.37817E+11
MN,2006,POTW NON METALS,41590504.75,343723.1797,0.2,20587696,2227206.878,4.96045E+12
WV,2006,SI 5.5.3B,2453836.12,40897.26867,4,460000,76975.16338,5925175778
NH,2006,ENERGY RECOVERY,319337.156,10644.57187,0.14,49228,14053.00575,197486970.5
MD,2006,OTH DISP,19160.47,1596.705833,0.1,9700,2779.088422,7723332.457
MT,2006,OTH DISP,18714111.32,328317.7425,0.12,10232826,1498917.773,2.24675E+12
ND,2006,POTW METALS,0,0,0,0,0,0
WY,2006,POTW METALS,0,0,0,0,0,0
WY,2006,ENERGY RECOVERY,13885,1068.076923,5,6852,2169.758837,4707853.41
SC,2006,RCRA C,582.5100441,116.5020088,0.0000441,401.7,176.9092817,31296.89395
KY,2006,RCRA C,16135.5,5378.5,5,15880.5,9095.823726,82734009.25
SD,2006,ENERGY RECOVERY,144288,7594.105263,100,80300,18305.72028,335099395.1
VI,2006,RECYCLING,160646.7,10040.41875,0.1,50929.5,17132.608,293526257
ID,2006,ENERGY RECOVERY,6168.864263,685.4293626,0.024263,3269.84,1065.975957,1136304.741
GA,2006,UNINJ IIV,0.393,0.1965,0.183,0.21,0.019091883,0.0003645
AR,2006,RCRA C,31151.00002,6230.200004,0.000019,19694,8371.546819,70082796.14
DC,2006,TOTAL OFFSITE RELEASE,1024.185921,60.24623062,0,857.7849205,209.3662704,43834.23519
IL,2006,POTW TREATMENT,8057545.32,1835.431736,0,701661,24093.36676,580490321.6
VA,2006,POTW TREATMENT,20196100.68,11176.59141,0,5478616,194061.167,37659736518
MN,2006,TOTAL ON OFFSITE RELEASE,27827684.62,17414.07047,0,6447110,172360.2914,29708070034
DE,2006,TOTAL ON OFFSITE RELEASE,15829155.93,48112.93597,0,4051128,316920.0623,1.00438E+11
WV,2006,TOTAL ON OFFSITE RELEASE,102412734.9,97165.78264,0,17000000,774925.8426,6.0051E+11
WI,2006,TOTAL ON OFFSITE RELEASE,50716112.82,16024.04828,0,3649835,113921.812,12978179250
TN,2006,AIR FUG,8187645.006,7574.139691,0.0000209,1611194,57454.29526,3300996044
WV,2006,OTH DISP,285643.3,3400.515476,1,90000,11717.56684,137301372.7
MO,2006,POTW NON METALS,12376404.95,78331.67687,0.002,2600000,248117.7597,61562422665
PA,2006,WASTE TREATMENT,23247940.53,43211.78537,0.00002,2632949,190036.5681,36113897201
IN,2006,OTH DISP,930291.926,6551.351592,0.002,320364,29319.87672,859655170.7
TX,2006,POTW METALS,0,0,0,0,0,0
PA,2006,POTW NON METALS,13417648.28,69883.58481,0.054,1346166,179284.8294,32143050061
CA,2006,SI 5.5.3A,85.52,7.774545455,1,20.02,6.679605323,44.61712727
WI,2006,OTH LANDF,2849976.545,44530.88352,0.0000007,2070000,258967.1648,67063992449
IL,2006,SI 5.5.3B,8151334.687,67366.40237,0.0112,1327825,178179.4064,31747900869
NC,2006,ENERGY RECOVERY,6630058.903,23021.03786,0.005,479691,65230.19555,4254978412
SC,2006,OTH DISP,473097.31,14336.28212,0.0000485,175550,38429.93764,1476860107
OK,2006,POTW NON METALS,735489.322,25361.70076,0.688,240000,54842.49493,3007699251
NY,2006,LAND TREA,19219.1,3843.82,20.1,17136,7476.246786,55894266.01
WA,2006,POTW NON METALS,5401581.05,100029.2787,10,1158536,249866.1107,62433073286
NE,2006,RECYCLING,24574120.26,153588.2516,0.0181,4034526,523548.8788,2.74103E+11
SD,2006,POTW METALS,0,0,0,0,0,0
GU,2006,OTH DISP,7.49,7.49,7.49,7.49,0,0
ND,2006,LAND TREA,274743.1,91581.03333,1.6,217652.5,112850.5819,12735253840
MS,2006,SI 5.5.3A,31340,31340,31340,31340,0,0
NC,2006,TOTAL OFFSITE RELEASE,17361489.99,6297.239751,0,7981184.5,157751.1067,24885411674
WY,2006,TOTAL OFFSITE RELEASE,994973.54,3384.263741,0,678126,40293.18703,1623540921
RI,2006,POTW RELEASE,1847.6943,5.175614286,0,250,32.52660075,1057.979756
CT,2006,POTW RELEASE,5136.12644,4.707723593,0,1357.9,49.13141337,2413.89578
AZ,2006,POTW TREATMENT,3098355.4,3123.342137,0,771141,37655.67225,1417949652
IL,2006,TOTAL ON OFFSITE RELEASE,126110288.6,28726.71723,0,16250034,314417.4455,98858330055
RI,2006,TOTAL ON OFFSITE RELEASE,517170.0855,1448.655702,0,65305.2,5110.287024,26115033.47
MT,2006,AIR STACK,3591440.507,16399.27172,0.0000209,1200000,90994.09143,8279924675
OK,2006,RCRA C,4011085.4,167128.5583,11.5,1727399,362161.3798,1.31161E+11
CO,2006,AIR STACK,2287851.916,5866.286964,0.000015,220000,21204.11213,449614371.3
TN,2006,OTH LANDF,20455720.18,166306.6681,0.0000161,9669000,929295.6063,8.6359E+11
FL,2006,POTW NON METALS,10490847.56,169207.2187,0.96,5831174,794360.3201,6.31008E+11
RI,2006,AIR STACK,222619.6092,1661.340367,0.0002388,29033,4923.763872,24243450.67
WA,2006,WATER,2083737.083,9691.800386,0.000004,501459,42298.71513,1789181302
UT,2006,WATER,100273.14,1496.61403,0.1,83000,10117.02486,102354192.1
UT,2006,RECYCLING,11713518.6,89416.1725,0.00011,5187463,473853.4304,2.24537E+11
ME,2006,POTW NON METALS,1328667.54,53146.7016,10,414000,105239.8053,11075416627
VI,2006,LAND TREA,332,83,8,168,77.24420151,5966.666667
KS,2006,SI 5.5.3B,2531060.268,49628.6327,0.000019,1700000,238351.2679,56811326908
TN,2006,LAND TREA,23029.5,7676.5,0.5,23000,13270.54793,176107442.3
GU,2006,OTH LANDF,88,88,88,88,0,0
AL,2006,TOTAL OFFSITE RELEASE,27258173.95,11263.70824,0,8723744,214256.0095,45905637623
VA,2006,TOTAL OFFSITE RELEASE,9462979.019,5236.845058,0,4079727,100153.765,10030776635
NY,2006,POTW TREATMENT,5149159.089,2107.719644,0,557929,21696.72849,470748027.2
MP,2006,TOTAL ONSITE RELEASE,5768.641,198.9186552,0,1995,434.3457197,188656.2042
CO,2006,TOTAL ON OFFSITE RELEASE,24860494.51,32754.27471,0,3279370.8,215629.8193,46496218990
NJ,2006,TOTAL ON OFFSITE RELEASE,21866320.31,11624.83802,0,3225300,129243.3946,16703855039
LA,2006,TOTAL ON OFFSITE RELEASE,135453014.8,45347.51081,0,9035700,321355.6401,1.03269E+11
DC,2006,TOTAL ON OFFSITE RELEASE,20872.4846,1227.793212,0,8266,2603.915312,6780374.95
OH,2006,AIR FUG,7051246.36,2393.498425,0.0000002,706600,17788.66858,316436730
TX,2006,AIR FUG,28440488.58,6449.090381,0.0000002,3384726,60751.63913,3690761658
MS,2006,WATER,7091642.839,27486.98775,0.0000015,1876376,171807.3593,29517768695
MI,2006,WATER,2292926.902,7668.651845,0.00002,1567564,91138.4225,8306212056
PA,2006,OTH LANDF,6708461.68,48612.04116,0.0000355,1400000,132907.8738,17664502906
AZ,2006,AIR FUG,1251554.799,2857.431049,0.0001544,169997,14406.86222,207557679.1
VA,2006,OTH DISP,290515.06,6917.025238,0.1,71565.5,17059.67795,291032611.7
IL,2006,RECYCLING,175640214.4,151937.9018,0.00076,21741509,948235.7764,8.99151E+11
VT,2006,WATER,117046,16720.85714,7,111416,41790.30207,1746429347
GA,2006,LAND TREA,276855.74,5767.827917,0.03,100652,16173.3319,261576664.8
AL,2006,POTW METALS,0,0,0,0,0,0
AR,2006,POTW METALS,0,0,0,0,0,0
IL,2006,OTH LANDF,6855374.22,145859.026,0.01,4900000,723047.1164,5.22797E+11
NV,2006,OTH DISP,45896550.79,546387.5094,0.723,17000000,2212113.523,4.89345E+12
OK,2006,WATER,3409740.112,21998.3233,0.0001985,1356327,133013.6548,17692632372
VA,2006,WASTE TREATMENT,3894232.91,16713.44597,0.1,357540,43923.23827,1929250860
WA,2006,ENERGY RECOVERY,1574501.162,16231.97074,0.012,275149.97,40072.36541,1605794470
MA,2006,OTH DISP,2688.60319,57.20432319,0.00195,2249,328.5804693,107965.1248
ME,2006,WASTE TREATMENT,196392.862,7273.809704,0.02,136422,26363.84233,695052182.5
AR,2006,OTH DISP,15682.53,412.6981579,0.0000007,4518,1038.005576,1077455.576
TN,2006,POTW METALS,0,0,0,0,0,0
AK,2006,UNINJ IIV,19821247,2202360.778,5,12000000,4276910.987,1.8292E+13
AR,2006,UNINJ IIV,17001,2833.5,1,8952,4343.651954,18867312.3
GU,2006,AIR FUG,22249.6604,967.3765391,0.0006,6416,1834.657825,3365969.334
RI,2006,RECYCLING,7035429.666,91369.21644,0.08,1332888,251248.1124,63125614007
NY,2006,SI 5.5.3B,843353.38,52709.58625,0.2,715738,178290.6633,31787560634
RI,2006,POTW METALS,0,0,0,0,0,0
HI,2006,WASTE TREATMENT,352.9,15.34347826,1,61.4,18.70906018,350.0289328
TX,2006,SI 5.5.3A,26,3.25,1,14,4.559135256,20.78571429
ME,2006,OTH DISP,35332.06023,2717.850787,0.000228,25000,7131.829778,50862995.98
LA,2006,SI 5.5.3A,5.65,5.65,5.65,5.65,0,0
NE,2006,POTW RELEASE,3707.31624,5.134787036,0,750,41.56796804,1727.895967
